Campaign ID,Creative Size,Creative Messaging,Location,City,State,App/URL,Exchange,Device Make,Impressions,Clicks,Viewable Impressions,Measurable Impressions,Total Conversions,Gross Cost,CPA,CVR,CPC,CPM,CTR,Viewability,vCPM
1,300x250,Subscribe Today - 10% Discount,"Los Angeles, California",Los Angeles,California,abcnews.go.com,Google Ad Manager,Apple PC,10524,55,7601,10242,11,6136.134,$557.83,20.00%,$111.57,$583.06,0.52%,72.23%,$807.28
2,320x50,Sign up Today - 10% Off,"Orlando-Daytona Beach, Florida",Orlando,Florida,accuweather.com,PubMatic,Smartphone,18324,60,3145,13703,8,6996.232,$874.53,13.33%,$116.60,$381.81,0.33%,17.16%,"$2,224.56"
3,300x250,Subscribe Today - 10% Discount,"San Francisco, California",San Francisco,California,accuweather.com,Google Ad Manager,Smartphone,7862,20,2152,6039,2,6506.434,"$3,253.22",10.00%,$325.32,$827.58,0.25%,27.37%,"$3,023.44"
4,300x250,Sign up Now - 10% Off,"Grand Rapids-Kalamazoo, Michigan",Grand Rapids,Michigan,accuweather.com,Xandr - Monetize SSP (AppNexus),Smartphone,10501,90,4126,7654,8,6244.518,$780.56,8.89%,$69.38,$594.66,0.86%,39.29%,"$1,513.46"
5,300x250,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,accuweather.com,Magnite DV+,Apple PC,23156,73,4468,18821,15,6173.413,$411.56,20.55%,$84.57,$266.60,0.32%,19.30%,"$1,381.69"
6,320x50,Sign up Now - 10% Off,"Los Angeles, California",Los Angeles,California,accuweather.com,Google Ad Manager,Smartphone,23711,69,4337,17211,8,5740.952,$717.62,11.59%,$83.20,$242.12,0.29%,18.29%,"$1,323.72"
7,320x50,Subscribe Today - 10% Discount,"Nashville, Tennessee",Nashville,Tennessee,accuweather.com,PubMatic,Smartphone,23965,270,13608,21704,12,5706.864,$475.57,4.44%,$21.14,$238.13,1.13%,56.78%,$419.38
8,300x250,Sign up Now - 10% Off,"Nashville, Tennessee",Nashville,Tennessee,accuweather.com,Google Ad Manager,Smartphone,14730,88,1272,12427,3,5190.536,"$1,730.18",3.41%,$58.98,$352.38,0.60%,8.64%,"$4,080.61"
9,300x250,10% Discount - Ends 6/1,"Champaign & Springfield-Decatur,Illinois",Champaign,llinois,accuweather.com,Magnite DV+,Smartphone,36863,116,3570,29458,15,4752.817,$316.85,12.93%,$40.97,$128.93,0.31%,9.68%,"$1,331.32"
10,320x50,Sign up Now - 10% Off,"Ft. Myers-Naples, Florida",Ft. Myers,Florida,accuweather.com,BidSwitch,Smartphone,213699,270,18395,164487,4,2194.987,$548.75,1.48%,$8.13,$10.27,0.13%,8.61%,$119.33
11,320x50,Sign up Today - 10% Off,"Grand Rapids-Kalamazoo, Michigan",Grand Rapids,Michigan,accuweather.com,OpenX,Smartphone,49936,126,25461,44751,13,2025.784,$155.83,10.32%,$16.08,$40.57,0.25%,50.99%,$79.56
12,300x250,Sign up Today - 10% Off,"Los Angeles, California",Los Angeles,California,accuweather.com,Yahoo Exchange,Smartphone,15200,60,5375,12040,4,1970.357,$492.59,6.67%,$32.84,$129.63,0.39%,35.36%,$366.58
13,300x250,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,accuweather.com,Google Ad Manager,Windows PC,49250,220,9205,43535,15,1694.471,$112.96,6.82%,$7.70,$34.41,0.45%,18.69%,$184.08
14,300x250,Subscribe Today - 10% Discount,"San Francisco, California",San Francisco,California,accuweather.com,BidSwitch,Smartphone,10811,25,988,2975,3,1679.834,$559.94,12.00%,$67.19,$155.38,0.23%,9.14%,"$1,700.24"
15,300x250,Sign up Today - 10% Off,"Miami-Ft. Lauderdale, Florida",Miami,Florida,accuweather.com,BidSwitch,Smartphone,23829,75,8326,18812,5,1534.698,$306.94,6.67%,$20.46,$64.40,0.31%,34.94%,$184.33
16,320x50,10% Discount - Ends 6/1,"Los Angeles, California",Los Angeles,California,accuweather.com,OpenX,Smartphone,19826,39,6511,15752,10,1447.873,$144.79,25.64%,$37.12,$73.03,0.20%,32.84%,$222.37
17,300x250,10% Discount - Ends 6/1,"Chicago, Illinois",Chicago,Illinois,activebeat.com,Magnite DV+,Windows PC,81905,220,61995,71110,24,7065.669,$294.40,10.91%,$32.12,$86.27,0.27%,75.69%,$113.97
18,320x50,Sign up Today - 10% Off,"Grand Rapids-Kalamazoo, Michigan",Grand Rapids,Michigan,activebeat.com,Magnite DV+,Smartphone,16151,54,4360,11358,3,1706.224,$568.74,5.56%,$31.60,$105.64,0.33%,27.00%,$391.34
19,300x50,Sign up Now - 10% Off,"San Francisco, California",San Francisco,California,activebeat.com,BidSwitch,Smartphone,68704,185,31283,59462,16,1605.566,$100.35,8.65%,$8.68,$23.37,0.27%,45.53%,$51.32
20,300x250,Sign up Today - 10% Off,"San Francisco, California",San Francisco,California,activebeat.com,Google Ad Manager,Windows PC,76439,100,58269,66924,8,1524.81,$190.60,8.00%,$15.25,$19.95,0.13%,76.23%,$26.17
21,300x250,Subscribe Today - 10% Discount,"Chicago, Illinois",Chicago,Illinois,ajc.com,Xandr - Monetize SSP (AppNexus),Windows PC,17833,61,8670,16871,10,4899.156,$489.92,16.39%,$80.31,$274.72,0.34%,48.62%,$565.07
22,300x250,Sign up Now - 10% Off,"Tampa-St Petersburg (Sarasota), Florida",Tampa,Florida,ajc.com,Google Ad Manager,Apple PC,16719,35,9944,15714,13,1588.648,$122.20,37.14%,$45.39,$95.02,0.21%,59.48%,$159.76
23,320x50,Subscribe Today - 10% Discount,"Ft. Myers-Naples, Florida",Ft. Myers,Florida,ajc.com,PubMatic,Smartphone,12592,63,7472,11687,4,1521.185,$380.30,6.35%,$24.15,$120.81,0.50%,59.34%,$203.58
24,300x250,Sign up Today - 10% Off,"Grand Rapids-Kalamazoo, Michigan",Grand Rapids,Michigan,ajc.com,Magnite DV+,Smartphone,14136,88,4683,13273,3,1476.537,$492.18,3.41%,$16.78,$104.45,0.62%,33.13%,$315.30
25,320x50,Sign up Now - 10% Off,"Los Angeles, California",Los Angeles,California,al.com,PubMatic,Smartphone,14489,37,12453,13873,10,6195.841,$619.58,27.03%,$167.46,$427.62,0.26%,85.95%,$497.54
26,300x250,Sign up Now - 10% Off,"Ft. Myers-Naples, Florida",Ft. Myers,Florida,allrecipes.com,Google Ad Manager,Windows PC,20348,101,14945,19548,6,1596.552,$266.09,5.94%,$15.81,$78.46,0.50%,73.45%,$106.83
27,320x50,Sign up Now - 10% Off,"Los Angeles, California",Los Angeles,California,alotfinance.com,OpenX,Smartphone,40447,177,16663,29774,12,5083.886,$423.66,6.78%,$28.72,$125.69,0.44%,41.20%,$305.10
28,300x250,Sign up Today - 10% Off,"Chicago, Illinois",Chicago,Illinois,androidauthority.com,PubMatic,Smartphone,14451,50,5606,13461,8,6397.603,$799.70,16.00%,$127.95,$442.71,0.35%,38.79%,"$1,141.21"
29,300x250,Sign up Now - 10% Off,"New York City, New York",New York City,New York,androidpolice.com,Taboola,Apple PC,11668,110,7860,11009,5,2653.982,$530.80,4.55%,$24.13,$227.46,0.94%,67.36%,$337.66
30,300x250,Sign up Today - 10% Off,"New York City, New York",New York City,New York,aol.com,PubMatic,Windows PC,19379,49,12168,16616,97,7294.1,$75.20,197.96%,$148.86,$376.39,0.25%,62.79%,$599.45
31,300x250,10% Discount - Ends 6/1,"Jacksonville, Florida",Jacksonville,Florida,aol.com,Google Ad Manager,Smartphone,8716,40,6490,7862,2,2100.82,"$1,050.41",5.00%,$52.52,$241.03,0.46%,74.46%,$323.70
32,300x250,Subscribe Today - 10% Discount,"Champaign & Springfield-Decatur,Illinois",Champaign,llinois,aol.com,OpenX,Smartphone,11062,78,6539,9391,2,1500.099,$750.05,2.56%,$19.23,$135.61,0.71%,59.11%,$229.41
33,300x50,10% Discount - Ends 6/1,"Los Angeles, California",Los Angeles,California,apnews.com,BidSwitch,Smartphone,100800,185,14473,85424,10,7004.73,$700.47,5.41%,$37.86,$69.49,0.18%,14.36%,$483.99
34,300x250,10% Discount - Ends 6/1,"Los Angeles, California",Los Angeles,California,apnews.com,Google Ad Manager,Smartphone,12864,84,5549,11852,5,1905.89,$381.18,5.95%,$22.69,$148.16,0.65%,43.14%,$343.47
35,320x50,Sign up Today - 10% Off,"Tampa-St Petersburg (Sarasota), Florida",Tampa,Florida,att.yahoo.com,BidSwitch,Smartphone,10992,97,6677,10132,3,1675.987,$558.66,3.09%,$17.28,$152.47,0.88%,60.74%,$251.01
36,300x250,Subscribe Today - 10% Discount,"Nashville, Tennessee",Nashville,Tennessee,att.yahoo.com,Google Ad Manager,Smartphone,14984,63,9614,14086,3,1505.01,$501.67,4.76%,$23.89,$100.44,0.42%,64.16%,$156.54
37,320x50,10% Discount - Ends 6/1,"New York City, New York",New York City,New York,autotrader.com,Google Ad Manager,Smartphone,19093,50,9626,17815,10,6612.146,$661.21,20.00%,$132.24,$346.31,0.26%,50.42%,$686.90
38,300x250,10% Discount - Ends 6/1,"West Palm Beach-Ft. Pierce, Florida",West Palm Beach,Florida,autotrader.com,BidSwitch,Smartphone,43057,122,23767,41484,7,5884.931,$840.70,5.74%,$48.24,$136.68,0.28%,55.20%,$247.61
39,300x50,Sign up Today - 10% Off,"Miami-Ft. Lauderdale, Florida",Miami,Florida,autotrader.com,Google Ad Manager,Smartphone,53561,147,37063,51480,14,2039.355,$145.67,9.52%,$13.87,$38.08,0.27%,69.20%,$55.02
40,300x250,Sign up Now - 10% Off,"Los Angeles, California",Los Angeles,California,autotrader.com,PubMatic,Smartphone,67752,174,47126,65080,3,1557.016,$519.01,1.72%,$8.95,$22.98,0.26%,69.56%,$33.04
41,300x250,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,a-z-animals.com,OpenX,Smartphone,75161,280,40385,70325,3,1506.461,$502.15,1.07%,$5.38,$20.04,0.37%,53.73%,$37.30
42,300x250,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,baseball.fantasysports.yahoo.com,BidSwitch,Apple PC,12770,84,6224,11110,21,2087.51,$99.41,25.00%,$24.85,$163.47,0.66%,48.74%,$335.40
43,300x250,10% Discount - Ends 6/1,"Chicago, Illinois",Chicago,Illinois,baseball-reference.com,Xandr - Monetize SSP (AppNexus),Smartphone,117713,374,16357,100222,5,2505.404,$501.08,1.34%,$6.70,$21.28,0.32%,13.90%,$153.17
44,300x250,Subscribe Today - 10% Discount,"Chicago, Illinois",Chicago,Illinois,bbc.com,PubMatic,Apple PC,26558,111,15761,23532,14,6751.559,$482.25,12.61%,$60.82,$254.22,0.42%,59.35%,$428.37
45,300x250,Sign up Today - 10% Off,"West Palm Beach-Ft. Pierce, Florida",West Palm Beach,Florida,bbc.com,Google Ad Manager,Smartphone,53464,212,22151,49058,9,5741.098,$637.90,4.25%,$27.08,$107.38,0.40%,41.43%,$259.18
46,300x50,10% Discount - Ends 6/1,"San Francisco, California",San Francisco,California,bbc.com,BidSwitch,Smartphone,13686,66,7928,11931,11,4660.56,$423.69,16.67%,$70.61,$340.53,0.48%,57.93%,$587.86
47,320x50,Sign up Today - 10% Off,"Orlando-Daytona Beach, Florida",Orlando,Florida,bbc.com,Google Ad Manager,Smartphone,17752,98,5855,15753,5,2200.297,$440.06,5.10%,$22.45,$123.95,0.55%,32.98%,$375.80
48,300x250,10% Discount - Ends 6/1,"New York City, New York",New York City,New York,bbc.com,Google Ad Manager,Windows PC,32845,164,16163,30368,5,1910.437,$382.09,3.05%,$11.65,$58.17,0.50%,49.21%,$118.20
49,320x50,Sign up Today - 10% Off,"Chicago, Illinois",Chicago,Illinois,behindthevoiceactors.com,Google Ad Manager,Smartphone,15322,55,6416,14049,5,1850.464,$370.09,9.09%,$33.64,$120.77,0.36%,41.87%,$288.41
50,300x250,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,bestbuy.com,BidSwitch,Smartphone,18458,111,3623,16934,6,2866.497,$477.75,5.41%,$25.82,$155.30,0.60%,19.63%,$791.19
51,320x50,10% Discount - Ends 6/1,"Chicago, Illinois",Chicago,Illinois,biblegateway.com,Google Ad Manager,Smartphone,108559,212,79254,100563,7,6850.576,$978.65,3.30%,$32.31,$63.10,0.20%,73.01%,$86.44
52,320x50,10% Discount - Ends 6/1,"Chicago, Illinois",Chicago,Illinois,biblegateway.com,Index Exchange,Smartphone,106151,299,75304,99311,9,6616.881,$735.21,3.01%,$22.13,$62.33,0.28%,70.94%,$87.87
53,320x50,10% Discount - Ends 6/1,"Jacksonville, Florida",Jacksonville,Florida,biblegateway.com,Magnite DV+,Smartphone,149618,260,126031,140596,26,6605.586,$254.06,10.00%,$25.41,$44.15,0.17%,84.24%,$52.41
54,320x50,10% Discount - Ends 6/1,"Chicago, Illinois",Chicago,Illinois,biblegateway.com,Index Exchange,Smartphone,114384,100,61524,105104,12,5803.331,$483.61,12.00%,$58.03,$50.74,0.09%,53.79%,$94.33
55,320x50,Subscribe Today - 10% Discount,"Augusta, Georgia",Augusta,Georgia,biblegateway.com,Taboola,Smartphone,43367,111,14306,39750,12,5214.299,$434.52,10.81%,$46.98,$120.24,0.26%,32.99%,$364.48
56,300x250,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,biblegateway.com,Google Ad Manager,Windows PC,113420,333,33557,104929,11,5124.436,$465.86,3.30%,$15.39,$45.18,0.29%,29.59%,$152.71
57,300x250,Sign up Today - 10% Off,"Miami-Ft. Lauderdale, Florida",Miami,Florida,biblegateway.com,Google Ad Manager,Windows PC,88293,255,24101,75557,19,5054.482,$266.03,7.45%,$19.82,$57.25,0.29%,27.30%,$209.72
58,320x50,Subscribe Today - 10% Discount,"Chicago, Illinois",Chicago,Illinois,biblegateway.com,Google Ad Manager,Smartphone,26715,100,12287,25003,6,4623.09,$770.52,6.00%,$46.23,$173.05,0.37%,45.99%,$376.26
59,320x50,Sign up Now - 10% Off,"Birmingham, Alabama",Birmingham,Alabama,biblegateway.com,Google Ad Manager,Smartphone,65380,208,30039,60482,5,2905.884,$581.18,2.40%,$13.97,$44.45,0.32%,45.95%,$96.74
60,300x250,10% Discount - Ends 6/1,"Los Angeles, California",Los Angeles,California,biblegateway.com,Google Ad Manager,Smartphone,130796,300,109118,122937,6,2196.661,$366.11,2.00%,$7.32,$16.79,0.23%,83.43%,$20.13
61,300x250,Subscribe Today - 10% Discount,"Nashville, Tennessee",Nashville,Tennessee,biblegateway.com,Google Ad Manager,Windows PC,64892,214,34731,59369,24,2096.286,$87.35,11.21%,$9.80,$32.30,0.33%,53.52%,$60.36
62,300x250,10% Discount - Ends 6/1,"Chicago, Illinois",Chicago,Illinois,biblegateway.com,Magnite DV+,Smartphone,210096,590,90928,184823,4,2027.431,$506.86,0.68%,$3.44,$9.65,0.28%,43.28%,$22.30
63,320x50,Subscribe Today - 10% Discount,"Flint-Saginaw-Bay City, Michigan",Flint,Michigan,biblegateway.com,Google Ad Manager,Smartphone,77313,191,40366,71128,3,1790.39,$596.80,1.57%,$9.37,$23.16,0.25%,52.21%,$44.35
64,300x250,10% Discount - Ends 6/1,"Jacksonville, Florida",Jacksonville,Florida,biblegateway.com,Magnite DV+,Smartphone,188170,490,155266,176562,6,1599.715,$266.62,1.22%,$3.26,$8.50,0.26%,82.51%,$10.30
65,300x250,Sign up Today - 10% Off,"Los Angeles, California",Los Angeles,California,biblegateway.com,Google Ad Manager,Windows PC,16808,43,9211,13372,3,1574.791,$524.93,6.98%,$36.62,$93.69,0.26%,54.80%,$170.97
66,300x250,Subscribe Today - 10% Discount,"Nashville, Tennessee",Nashville,Tennessee,biblegateway.com,Google Ad Manager,Windows PC,21531,55,15593,18617,6,1470.972,$245.16,10.91%,$26.74,$68.32,0.26%,72.42%,$94.34
67,300x250,Sign up Today - 10% Off,"New York City, New York",New York City,New York,biblegateway.com,Smart RTB+ (Smartadserver),Apple PC,18313,60,9481,16300,4,1456.934,$364.23,6.67%,$24.28,$79.56,0.33%,51.77%,$153.67
68,320x50,10% Discount - Ends 6/1,"Nashville, Tennessee",Nashville,Tennessee,biblestudytools.com,Google Ad Manager,Smartphone,10779,86,6420,10287,3,1759.705,$586.57,3.49%,$20.46,$163.25,0.80%,59.56%,$274.10
69,320x50,Subscribe Today - 10% Discount,"Miami-Ft. Lauderdale, Florida",Miami,Florida,billboard.com,Google Ad Manager,Smartphone,11325,88,6186,10612,2,1573.254,$786.63,2.27%,$17.88,$138.92,0.78%,54.62%,$254.32
70,320x50,Subscribe Today - 10% Discount,"Tallahassee, Florida-Thomasville, Georgia",Tallahassee,Florida,bleacherbreaker.com,OpenX,Smartphone,9078,21,4051,6215,1,1700.796,"$1,700.80",4.76%,$80.99,$187.35,0.23%,44.62%,$419.85
71,320x50,10% Discount - Ends 6/1,"San Francisco, California",San Francisco,California,boattrader.com,Google Ad Manager,Smartphone,11511,33,8268,11042,3,6815.712,"$2,271.90",9.09%,$206.54,$592.10,0.29%,71.83%,$824.35
72,320x50,Sign up Today - 10% Off,"Tri-Cities, Tennessee-Virginia",Tri-Cities,Tennessee,boattrader.com,BidSwitch,Smartphone,14047,44,9934,13377,7,5729.651,$818.52,15.91%,$130.22,$407.89,0.31%,70.72%,$576.77
73,300x250,Sign up Now - 10% Off,"Los Angeles, California",Los Angeles,California,boattrader.com,BidSwitch,Smartphone,20278,74,14227,19480,3,2921.11,$973.70,4.05%,$39.47,$144.05,0.36%,70.16%,$205.32
74,320x50,Sign up Now - 10% Off,"South Bend-Elkhart, Indiana",South Bend,Indiana,boattrader.com,Magnite DV+,Smartphone,12354,10,8561,11782,5,1808.308,$361.66,50.00%,$180.83,$146.37,0.08%,69.30%,$211.23
75,300x250,Subscribe Today - 10% Discount,"Chicago, Illinois",Chicago,Illinois,boattrader.com,Google Ad Manager,Smartphone,13132,67,6133,12377,4,1807.693,$451.92,5.97%,$26.98,$137.66,0.51%,46.70%,$294.75
76,300x250,10% Discount - Ends 6/1,"West Palm Beach-Ft. Pierce, Florida",West Palm Beach,Florida,boxrox.com,Smart RTB+ (Smartadserver),Smartphone,35034,145,13904,34123,3,2141.469,$713.82,2.07%,$14.77,$61.13,0.41%,39.69%,$154.02
77,300x50,Subscribe Today - 10% Discount,"Rockford, Illinois",Rockford,Illinois,bridesblush.com,Google Ad Manager,Smartphone,9946,20,4818,7382,3,1525.962,$508.65,15.00%,$76.30,$153.42,0.20%,48.44%,$316.72
78,320x50,Subscribe Today - 10% Discount,"Miami-Ft. Lauderdale, Florida",Miami,Florida,britannica.com,Google Ad Manager,Smartphone,8068,10,5545,7554,1,5995.041,"$5,995.04",10.00%,$599.50,$743.06,0.12%,68.73%,"$1,081.16"
79,320x50,Subscribe Today - 10% Discount,"Nashville, Tennessee",Nashville,Tennessee,businessinsider.com,TripleLift,Smartphone,11919,69,8100,11524,2,6350.917,"$3,175.46",2.90%,$92.04,$532.84,0.58%,67.96%,$784.06
80,320x50,Sign up Today - 10% Off,"Miami-Ft. Lauderdale, Florida",Miami,Florida,businessinsider.com,Google Ad Manager,Smartphone,35163,250,21222,33671,15,6336.718,$422.45,6.00%,$25.35,$180.21,0.71%,60.35%,$298.59
81,300x250,10% Discount - Ends 6/1,"Chicago, Illinois",Chicago,Illinois,businessinsider.com,Google Ad Manager,Windows PC,27202,70,5202,23474,11,4253.979,$386.73,15.71%,$60.77,$156.38,0.26%,19.12%,$817.76
82,320x50,Subscribe Today - 10% Discount,"Los Angeles, California",Los Angeles,California,businessinsider.com,Google Ad Manager,Smartphone,59782,212,28235,57543,13,1455.704,$111.98,6.13%,$6.87,$24.35,0.35%,47.23%,$51.56
83,300x250,Subscribe Today - 10% Discount,"Nashville, Tennessee",Nashville,Tennessee,buzzfeed.com,Yieldmo,Apple PC,10066,63,6978,9369,19,6879.587,$362.08,30.16%,$109.20,$683.45,0.63%,69.32%,$985.90
84,300x250,Subscribe Today - 10% Discount,"Chicago, Illinois",Chicago,Illinois,buzzfeed.com,TripleLift,Smartphone,11296,54,6822,9274,4,1682.338,$420.58,7.41%,$31.15,$148.93,0.48%,60.39%,$246.60
85,320x50,Sign up Now - 10% Off,"Nashville, Tennessee",Nashville,Tennessee,calculator.net,Google Ad Manager,Smartphone,18633,60,9424,18087,15,6785.063,$452.34,25.00%,$113.08,$364.14,0.32%,50.58%,$719.98
86,320x50,10% Discount - Ends 6/1,"New York City, New York",New York City,New York,calculator.net,PubMatic,Smartphone,37176,100,31829,35639,21,6753.595,$321.60,21.00%,$67.54,$181.67,0.27%,85.62%,$212.18
87,320x50,10% Discount - Ends 6/1,"Knoxville, Tennessee",Knoxville,Tennessee,calculator.net,Google Ad Manager,Smartphone,29251,95,25060,28038,8,5994.747,$749.34,8.42%,$63.10,$204.94,0.32%,85.67%,$239.22
88,320x50,Subscribe Today - 10% Discount,"Mobile, Alabama-Pensacola, Florida",Mobile,Alabama,calculator.net,Index Exchange,Smartphone,36431,108,31262,35043,11,3285.835,$298.71,10.19%,$30.42,$90.19,0.30%,85.81%,$105.11
89,300x250,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,calculator.net,PubMatic,Smartphone,22004,80,18735,21127,4,1632.473,$408.12,5.00%,$20.41,$74.19,0.36%,85.14%,$87.13
90,320x50,Sign up Today - 10% Off,"Knoxville, Tennessee",Knoxville,Tennessee,cargurus.com,Yahoo Exchange,Smartphone,16644,10,5055,15831,5,6386.464,"$1,277.29",50.00%,$638.65,$383.71,0.06%,30.37%,"$1,263.40"
91,320x50,Sign up Now - 10% Off,"Tallahassee, Florida-Thomasville, Georgia",Tallahassee,Florida,cargurus.com,Index Exchange,Smartphone,45285,190,30225,43298,11,4728.012,$429.82,5.79%,$24.88,$104.41,0.42%,66.74%,$156.43
92,320x50,Subscribe Today - 10% Discount,"Huntsville-Decatur (Florence), Alabama",Huntsville,Alabama,cargurus.com,Index Exchange,Smartphone,16227,40,9438,15611,3,1991.944,$663.98,7.50%,$49.80,$122.75,0.25%,58.16%,$211.06
93,300x250,Sign up Now - 10% Off,"Memphis, Tennessee",Memphis,Tennessee,cargurus.com,Sharethrough,Smartphone,7409,10,5009,7160,12,1472.11,$122.68,120.00%,$147.21,$198.69,0.13%,67.61%,$293.89
94,320x50,Sign up Today - 10% Off,"Grand Rapids-Kalamazoo, Michigan",Grand Rapids,Michigan,cars.com,Google Ad Manager,Smartphone,17582,56,9848,16558,12,6846.448,$570.54,21.43%,$122.26,$389.40,0.32%,56.01%,$695.21
95,300x250,Sign up Now - 10% Off,"New York City, New York",New York City,New York,cars.com,BidSwitch,Windows PC,45711,130,23052,42375,11,6417.876,$583.44,8.46%,$49.37,$140.40,0.28%,50.43%,$278.41
96,300x250,10% Discount - Ends 6/1,"Grand Rapids-Kalamazoo, Michigan",Grand Rapids,Michigan,cars.com,PubMatic,Windows PC,48562,150,29108,45570,11,6346.633,$576.97,7.33%,$42.31,$130.69,0.31%,59.94%,$218.04
97,300x250,Sign up Now - 10% Off,"Nashville, Tennessee",Nashville,Tennessee,cars.com,Google Ad Manager,Apple PC,47394,184,22712,41918,24,4701.496,$195.90,13.04%,$25.55,$99.20,0.39%,47.92%,$207.00
98,320x50,Sign up Now - 10% Off,"Nashville, Tennessee",Nashville,Tennessee,cars.com,Sovrn,Smartphone,66554,169,39206,62109,6,1890.886,$315.15,3.55%,$11.19,$28.41,0.25%,58.91%,$48.23
99,300x50,Subscribe Today - 10% Discount,"Los Angeles, California",Los Angeles,California,cars.com,Google Ad Manager,Smartphone,9730,45,2971,5102,3,1778.938,$592.98,6.67%,$39.53,$182.83,0.46%,30.53%,$598.77
100,300x250,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,cars.com,BidSwitch,Windows PC,69757,199,41258,65374,20,1510.615,$75.53,10.05%,$7.59,$21.66,0.29%,59.15%,$36.61
101,300x50,Sign up Today - 10% Off,"Orlando-Daytona Beach, Florida",Orlando,Florida,carscoops.com,PubMatic,Smartphone,8862,30,1359,7114,1,1481.945,"$1,481.95",3.33%,$49.40,$167.22,0.34%,15.34%,"$1,090.47"
102,300x250,10% Discount - Ends 6/1,"Nashville, Tennessee",Nashville,Tennessee,cbsnews.com,BidSwitch,Smartphone,7229,20,5668,6760,3,6812.589,"$2,270.86",15.00%,$340.63,$942.40,0.28%,78.41%,"$1,201.94"
103,320x50,Subscribe Today - 10% Discount,"West Palm Beach-Ft. Pierce, Florida",West Palm Beach,Florida,cbsnews.com,BidSwitch,Smartphone,115544,412,79182,109463,56,6721.094,$120.02,13.59%,$16.31,$58.17,0.36%,68.53%,$84.88
104,300x250,Subscribe Today - 10% Discount,"Los Angeles, California",Los Angeles,California,cbsnews.com,Google Ad Manager,Windows PC,48211,160,30157,43810,14,6708.463,$479.18,8.75%,$41.93,$139.15,0.33%,62.55%,$222.45
105,320x50,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,cbsnews.com,TripleLift,Smartphone,134847,450,104268,128470,125,6040.596,$48.32,27.78%,$13.42,$44.80,0.33%,77.32%,$57.93
106,320x50,Subscribe Today - 10% Discount,"West Palm Beach-Ft. Pierce, Florida",West Palm Beach,Florida,cbsnews.com,BidSwitch,Smartphone,35178,155,23374,33779,8,5738.809,$717.35,5.16%,$37.02,$163.14,0.44%,66.44%,$245.52
107,320x50,Subscribe Today - 10% Discount,"Los Angeles, California",Los Angeles,California,cbsnews.com,Google Ad Manager,Smartphone,43117,100,6478,27405,8,4250.43,$531.30,8.00%,$42.50,$98.58,0.23%,15.02%,$656.13
108,300x250,10% Discount - Ends 6/1,"Lansing, Michigan",Lansing,Michigan,cbsnews.com,BidSwitch,Smartphone,510778,1290,70777,436133,6,3870.254,$645.04,0.47%,$3.00,$7.58,0.25%,13.86%,$54.68
109,300x250,Sign up Today - 10% Off,"San Francisco, California",San Francisco,California,cbsnews.com,PubMatic,Smartphone,13700,63,3609,12644,4,2032.7,$508.18,6.35%,$32.27,$148.37,0.46%,26.34%,$563.23
110,300x250,Sign up Now - 10% Off,"Miami-Ft. Lauderdale, Florida",Miami,Florida,cbsnews.com,Index Exchange,Apple PC,13075,74,5980,12114,15,1936.131,$129.08,20.27%,$26.16,$148.08,0.57%,45.74%,$323.77
111,320x50,Subscribe Today - 10% Discount,"Miami-Ft. Lauderdale, Florida",Miami,Florida,cbsnews.com,Smart RTB+ (Smartadserver),Smartphone,69540,204,28713,62829,15,1838.988,$122.60,7.35%,$9.01,$26.45,0.29%,41.29%,$64.05
112,300x250,Sign up Today - 10% Off,"New York City, New York",New York City,New York,cbsnews.com,Google Ad Manager,Windows PC,65983,212,8536,57434,3,1599.076,$533.03,1.42%,$7.54,$24.23,0.32%,12.94%,$187.33
113,320x50,Subscribe Today - 10% Discount,"Chicago, Illinois",Chicago,Illinois,cbsnews.com,Google Ad Manager,Smartphone,21478,50,15548,20651,24,1541.214,$64.22,48.00%,$30.82,$71.76,0.23%,72.39%,$99.13
114,320x50,Sign up Now - 10% Off,"New York City, New York",New York City,New York,cbssports.com,Google Ad Manager,Smartphone,9515,30,6169,9138,3,5776.508,"$1,925.50",10.00%,$192.55,$607.09,0.32%,64.83%,$936.38
115,320x50,Sign up Today - 10% Off,"Chicago, Illinois",Chicago,Illinois,cbssports.com,OpenX,Smartphone,20548,40,14259,19654,13,3060.425,$235.42,32.50%,$76.51,$148.94,0.19%,69.39%,$214.63
116,300x250,10% Discount - Ends 6/1,"Charleston, South Carolina",Charleston,South Carolina,cbssports.com,Magnite DV+,Apple PC,94340,250,16955,76971,13,1517.244,$116.71,5.20%,$6.07,$16.08,0.26%,17.97%,$89.49
117,300x50,Sign up Today - 10% Off,"Grand Rapids-Kalamazoo, Michigan",Grand Rapids,Michigan,cheapoair.com,PubMatic,Smartphone,114723,350,14623,92063,6,4742.009,$790.33,1.71%,$13.55,$41.33,0.31%,12.75%,$324.28
