Campaign ID,Creative Size,Creative Messaging,Location,City,State,App/URL,Exchange,Device Make,Impressions,Clicks,Viewable Impressions,Measurable Impressions,Total Conversions,Gross Cost,CPA,CVR,CPC,CPM,CTR,Viewability,vCPM
353,300x250,Subscribe Today - 10% Discount,"Ft. Myers-Naples, Florida",Ft. Myers,Florida,mail.yahoo.com,Google Ad Manager,Smartphone,766674,1984,344201,720606,17,5816.235,$342.13,0.86%,$2.93,$7.59,0.26%,44.90%,$16.90
354,300x250,Sign up Today - 10% Off,"Flint-Saginaw-Bay City, Michigan",Flint,Michigan,mail.yahoo.com,Google Ad Manager,Smartphone,14730,86,6410,10860,6,5287.568,$881.26,6.98%,$61.48,$358.97,0.58%,43.52%,$824.89
355,320x50,10% Discount - Ends 6/1,"Augusta, Georgia",Augusta,Georgia,mail.yahoo.com,PubMatic,Smartphone,207685,512,20134,30708,34,5239.205,$154.09,6.64%,$10.23,$25.23,0.25%,9.69%,$260.22
356,300x250,Sign up Today - 10% Off,"Los Angeles, California",Los Angeles,California,mail.yahoo.com,Taboola,Smartphone,908899,1984,644697,853964,32,5181.087,$161.91,1.61%,$2.61,$5.70,0.22%,70.93%,$8.04
357,300x250,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,mail.yahoo.com,Google Ad Manager,Smartphone,470192,940,336480,443202,3,4963.966,"$1,654.66",0.32%,$5.28,$10.56,0.20%,71.56%,$14.75
358,320x50,Sign up Now - 10% Off,"New York City, New York",New York City,New York,mail.yahoo.com,PubMatic,Smartphone,65257,201,12749,19274,3,2468.136,$822.71,1.49%,$12.28,$37.82,0.31%,19.54%,$193.59
359,320x50,Sign up Today - 10% Off,"Tampa-St Petersburg (Sarasota), Florida",Tampa,Florida,mail.yahoo.com,Google Ad Manager,Smartphone,31003,87,12591,22656,8,2294.004,$286.75,9.20%,$26.37,$73.99,0.28%,40.61%,$182.19
360,300x250,Sign up Now - 10% Off,"Miami-Ft. Lauderdale, Florida",Miami,Florida,mail.yahoo.com,Google Ad Manager,Smartphone,12988,69,6514,9378,4,2236.485,$559.12,5.80%,$32.41,$172.20,0.53%,50.15%,$343.34
361,300x50,Sign up Today - 10% Off,"Chicago, Illinois",Chicago,Illinois,mail.yahoo.com,Google Ad Manager,Smartphone,562103,1450,340616,488921,8,1733.83,$216.73,0.55%,$1.20,$3.08,0.26%,60.60%,$5.09
362,320x50,Sign up Today - 10% Off,"San Francisco, California",San Francisco,California,mail.yahoo.com,Google Ad Manager,Smartphone,780475,2186,453974,691696,11,1726.249,$156.93,0.50%,$0.79,$2.21,0.28%,58.17%,$3.80
363,300x250,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,mail.yahoo.com,BidSwitch,Smartphone,7540,10,1475,2054,1,1713.979,"$1,713.98",10.00%,$171.40,$227.32,0.13%,19.56%,"$1,162.02"
364,300x250,Sign up Today - 10% Off,"Nashville, Tennessee",Nashville,Tennessee,mail.yahoo.com,Google Ad Manager,Smartphone,482834,1269,292059,428761,7,1594.463,$227.78,0.55%,$1.26,$3.30,0.26%,60.49%,$5.46
365,300x250,Subscribe Today - 10% Discount,"Nashville, Tennessee",Nashville,Tennessee,mail.yahoo.com,Index Exchange,Smartphone,19464,68,11814,17040,9,1540.469,$171.16,13.24%,$22.65,$79.14,0.35%,60.70%,$130.39
366,320x50,Subscribe Today - 10% Discount,"Los Angeles, California",Los Angeles,California,mail.yahoo.com,PubMatic,Smartphone,50838,130,23274,35934,11,1521.372,$138.31,8.46%,$11.70,$29.93,0.26%,45.78%,$65.37
367,300x250,Sign up Today - 10% Off,"Miami-Ft. Lauderdale, Florida",Miami,Florida,mail.yahoo.com,Smart RTB+ (Smartadserver),Smartphone,679098,1984,467726,634589,9,1477.425,$164.16,0.45%,$0.74,$2.18,0.29%,68.87%,$3.16
368,300x250,10% Discount - Ends 6/1,"San Francisco, California",San Francisco,California,mail.yahoo.com,Google Ad Manager,Windows PC,32436,56,17531,28429,6,1470.67,$245.11,10.71%,$26.26,$45.34,0.17%,54.05%,$83.89
369,300x50,Sign up Today - 10% Off,"New York City, New York",New York City,New York,mapquest.com,Index Exchange,Smartphone,11734,78,8741,10606,5,6439.283,"$1,287.86",6.41%,$82.55,$548.77,0.66%,74.49%,$736.68
370,320x50,Sign up Today - 10% Off,"Tri-Cities, Tennessee-Virginia",Tri-Cities,Tennessee,mapquest.com,Magnite DV+,Smartphone,27371,60,22256,25986,5,4984.486,$996.90,8.33%,$83.07,$182.11,0.22%,81.31%,$223.96
371,320x50,Sign up Today - 10% Off,"Jacksonville, Florida",Jacksonville,Florida,mapquest.com,Index Exchange,Smartphone,21903,124,18831,20922,4,1661.168,$415.29,3.23%,$13.40,$75.84,0.57%,85.97%,$88.21
372,300x250,Subscribe Today - 10% Discount,"Chicago, Illinois",Chicago,Illinois,marca.com,Sharethrough,Smartphone,9725,80,6616,8778,1,4942.284,"$4,942.28",1.25%,$61.78,$508.20,0.82%,68.03%,$747.02
373,320x50,Sign up Today - 10% Off,"Chicago, Illinois",Chicago,Illinois,marca.com,Google Ad Manager,Smartphone,45965,190,10028,37295,1,4718.836,"$4,718.84",0.53%,$24.84,$102.66,0.41%,21.82%,$470.57
374,300x250,Sign up Now - 10% Off,"Los Angeles, California",Los Angeles,California,maxroll.gg,Google Ad Manager,Smartphone,8944,45,3002,6361,6,1755.485,$292.58,13.33%,$39.01,$196.28,0.50%,33.56%,$584.77
375,300x250,10% Discount - Ends 6/1,"San Francisco, California",San Francisco,California,mayoclinic.org,Index Exchange,Smartphone,14398,30,2807,13393,7,5154.645,$736.38,23.33%,$171.82,$358.01,0.21%,19.50%,"$1,836.35"
376,320x50,Sign up Today - 10% Off,"Charleston, South Carolina",Charleston,South Carolina,medical-news.org,Yahoo Exchange,Smartphone,117879,390,52098,86127,1,5102.707,"$5,102.71",0.26%,$13.08,$43.29,0.33%,44.20%,$97.94
377,300x250,Sign up Now - 10% Off,"Grand Rapids-Kalamazoo, Michigan",Grand Rapids,Michigan,medicalnewstoday.com,Google Ad Manager,Smartphone,22444,160,12672,21345,5,2539.201,$507.84,3.13%,$15.87,$113.13,0.71%,56.46%,$200.38
378,300x250,Sign up Now - 10% Off,"Knoxville, Tennessee",Knoxville,Tennessee,medicalnewstoday.com,BidSwitch,Apple PC,17645,40,9673,15088,15,1591.772,$106.12,37.50%,$39.79,$90.21,0.23%,54.82%,$164.56
379,320x50,Sign up Today - 10% Off,"Chicago, Illinois",Chicago,Illinois,medicalnewstoday.com,Magnite DV+,Smartphone,9881,15,2344,7324,1,1505.012,"$1,505.01",6.67%,$100.33,$152.31,0.15%,23.72%,$642.07
380,320x50,Sign up Today - 10% Off,"Ft. Wayne, Indiana",Ft. Wayne,Indiana,merriam-webster.com,Yieldmo,Smartphone,12148,40,7950,11360,9,1936.008,$215.11,22.50%,$48.40,$159.37,0.33%,65.44%,$243.52
381,320x50,Sign up Today - 10% Off,"San Francisco, California",San Francisco,California,merriam-webster.com/dictionary,Google Ad Manager,Smartphone,18771,69,10871,17138,6,3827.366,$637.89,8.70%,$55.47,$203.90,0.37%,57.91%,$352.07
382,300x250,Sign up Today - 10% Off,"Nashville, Tennessee",Nashville,Tennessee,merriam-webster.com/dictionary,BidSwitch,Smartphone,7402,9,3860,6406,1,1560.45,"$1,560.45",11.11%,$173.38,$210.81,0.12%,52.15%,$404.26
383,320x50,Sign up Today - 10% Off,"Chicago, Illinois",Chicago,Illinois,miamiherald.com,Google Ad Manager,Smartphone,38735,114,28719,36629,4,2127.824,$531.96,3.51%,$18.67,$54.93,0.29%,74.14%,$74.09
384,320x50,10% Discount - Ends 6/1,"Miami-Ft. Lauderdale, Florida",Miami,Florida,miamiherald.com,Xandr - Monetize SSP (AppNexus),Smartphone,7320,33,4020,6692,15,1730.374,$115.36,45.45%,$52.44,$236.39,0.45%,54.92%,$430.44
385,320x50,10% Discount - Ends 6/1,"Peoria-Bloomington, Illinois",Peoria,Illinois,microsoftcasualgames.com,PubMatic,Smartphone,90463,204,803,2465,9,6120.603,$680.07,4.41%,$30.00,$67.66,0.23%,0.89%,"$7,622.17"
386,320x50,Sign up Now - 10% Off,"Savannah, Georgia",Savannah,Georgia,microsoftcasualgames.com,Magnite DV+,Smartphone,252170,650,9248,14192,1,5874.005,"$5,874.01",0.15%,$9.04,$23.29,0.26%,3.67%,$635.16
387,320x50,Subscribe Today - 10% Discount,"Louisville, Kentucky",Louisville,Kentucky,microsoftcasualgames.com,PubMatic,Smartphone,68114,174,569,2059,15,2753.712,$183.58,8.62%,$15.83,$40.43,0.26%,0.84%,"$4,839.56"
388,300x250,10% Discount - Ends 6/1,"San Francisco, California",San Francisco,California,microsoftcasualgames.com,PulsePoint,Smartphone,292578,812,6474,12323,4,1826.319,$456.58,0.49%,$2.25,$6.24,0.28%,2.21%,$282.10
389,300x250,10% Discount - Ends 6/1,"Los Angeles, California",Los Angeles,California,milb.com,Google Ad Manager,Apple PC,39725,144,5402,36080,12,6431.555,$535.96,8.33%,$44.66,$161.90,0.36%,13.60%,"$1,190.59"
390,300x250,Sign up Today - 10% Off,"New York City, New York",New York City,New York,mlb.com,PubMatic,Windows PC,25206,75,3588,23556,19,6846.356,$360.33,25.33%,$91.28,$271.62,0.30%,14.23%,"$1,908.13"
391,300x250,Subscribe Today - 10% Discount,"Ft. Myers-Naples, Florida",Ft. Myers,Florida,mlb.com,Google Ad Manager,Smartphone,7789,30,4655,7434,1,6396.869,"$6,396.87",3.33%,$213.23,$821.27,0.39%,59.76%,"$1,374.19"
392,320x50,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,mlb.com,Google Ad Manager,Smartphone,38396,87,6305,35118,9,5740.165,$637.80,10.34%,$65.98,$149.50,0.23%,16.42%,$910.41
393,320x50,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,mlb.com,Google Ad Manager,Smartphone,10012,25,5734,9413,4,1805.926,$451.48,16.00%,$72.24,$180.38,0.25%,57.27%,$314.95
394,300x50,Sign up Today - 10% Off,"Ft. Myers-Naples, Florida",Ft. Myers,Florida,mlb.com,Kargo,Smartphone,12459,84,7290,11731,14,1593.01,$113.79,16.67%,$18.96,$127.86,0.67%,58.51%,$218.52
395,320x50,Sign up Today - 10% Off,"Memphis, Tennessee",Memphis,Tennessee,mlb.com,BidSwitch,Smartphone,32714,69,3756,30764,15,1506.624,$100.44,21.74%,$21.84,$46.05,0.21%,11.48%,$401.12
396,320x50,Sign up Today - 10% Off,"Jacksonville, Florida",Jacksonville,Florida,mobileposse.com,Google Ad Manager,Smartphone,98509,299,30688,109518,15,2059.27,$137.28,5.02%,$6.89,$20.90,0.30%,31.15%,$67.10
397,300x250,Sign up Today - 10% Off,"San Francisco, California",San Francisco,California,moneyppl.com,Xandr - Monetize SSP (AppNexus),Windows PC,37076,113,9246,22565,12,1487.996,$124.00,10.62%,$13.17,$40.13,0.30%,24.94%,$160.93
398,300x250,10% Discount - Ends 6/1,"Flint-Saginaw-Bay City, Michigan",Flint,Michigan,motor-junkie.com,PubMatic,Windows PC,70506,270,26779,48902,3,1912.967,$637.66,1.11%,$7.09,$27.13,0.38%,37.98%,$71.44
399,320x50,10% Discount - Ends 6/1,"Los Angeles, California",Los Angeles,California,msn.com,Google Ad Manager,Smartphone,921791,2150,668449,852442,69,8042.898,$116.56,3.21%,$3.74,$8.73,0.23%,72.52%,$12.03
400,320x50,10% Discount - Ends 6/1,"Chicago, Illinois",Chicago,Illinois,msn.com,PubMatic,Smartphone,4154911,1254,2338732,3445626,154,8038.57,$52.20,12.28%,$6.41,$1.93,0.03%,56.29%,$3.44
401,320x50,Subscribe Today - 10% Discount,"Miami-Ft. Lauderdale, Florida",Miami,Florida,msn.com,Google Ad Manager,Smartphone,1222302,3142,553773,1120128,42,7880.77,$187.64,1.34%,$2.51,$6.45,0.26%,45.31%,$14.23
402,320x50,Sign up Today - 10% Off,"San Francisco, California",San Francisco,California,msn.com,Google Ad Manager,Smartphone,999915,2748,618816,829942,23,7879.317,$342.58,0.84%,$2.87,$7.88,0.27%,61.89%,$12.73
403,320x50,10% Discount - Ends 6/1,"Los Angeles, California",Los Angeles,California,msn.com,Google Ad Manager,Smartphone,1515751,3874,1151776,1396230,49,7850.644,$160.22,1.26%,$2.03,$5.18,0.26%,75.99%,$6.82
404,300x250,Sign up Now - 10% Off,"Los Angeles, California",Los Angeles,California,msn.com,Index Exchange,Smartphone,1575592,3874,1155869,1447900,88,7818.648,$88.85,2.27%,$2.02,$4.96,0.25%,73.36%,$6.76
405,320x50,Sign up Today - 10% Off,"Nashville, Tennessee",Nashville,Tennessee,msn.com,PubMatic,Smartphone,458931,974,264325,378011,30,7462.678,$248.76,3.08%,$7.66,$16.26,0.21%,57.60%,$28.23
406,320x50,10% Discount - Ends 6/1,"San Francisco, California",San Francisco,California,msn.com,PubMatic,Smartphone,1601933,4265,1135085,1487426,29,6785.71,$233.99,0.68%,$1.59,$4.24,0.27%,70.86%,$5.98
407,320x50,Sign up Today - 10% Off,"Ft. Myers-Naples, Florida",Ft. Myers,Florida,msn.com,Google Ad Manager,Smartphone,26270,63,12813,21893,12,6417.265,$534.77,19.05%,$101.86,$244.28,0.24%,48.77%,$500.84
408,300x250,Sign up Now - 10% Off,"Tampa-St Petersburg (Sarasota), Florida",Tampa,Florida,msn.com,BidSwitch,Smartphone,12974,84,7521,10959,7,6301.869,$900.27,8.33%,$75.02,$485.73,0.65%,57.97%,$837.90
409,320x50,Subscribe Today - 10% Discount,"Chicago, Illinois",Chicago,Illinois,msn.com,PubMatic,Smartphone,192201,489,113707,157940,3,6176.004,"$2,058.67",0.61%,$12.63,$32.13,0.25%,59.16%,$54.32
410,300x250,Sign up Today - 10% Off,"Chicago, Illinois",Chicago,Illinois,msn.com,Google Ad Manager,Apple PC,29834,99,14599,24656,14,6032.837,$430.92,14.14%,$60.94,$202.21,0.33%,48.93%,$413.24
411,300x250,10% Discount - Ends 6/1,"Memphis, Tennessee",Memphis,Tennessee,msn.com,TripleLift,Windows PC,117518,299,66458,86571,1,5999.994,"$5,999.99",0.33%,$20.07,$51.06,0.25%,56.55%,$90.28
412,320x50,Sign up Today - 10% Off,"Chicago, Illinois",Chicago,Illinois,msn.com,OpenX,Smartphone,3196231,8745,2013324,2669103,70,5756.271,$82.23,0.80%,$0.66,$1.80,0.27%,62.99%,$2.86
413,300x250,10% Discount - Ends 6/1,"San Francisco, California",San Francisco,California,msn.com,Google Ad Manager,Smartphone,109128,470,38487,90615,3,5153.117,"$1,717.71",0.64%,$10.96,$47.22,0.43%,35.27%,$133.89
414,300x50,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,msn.com,BidSwitch,Smartphone,13946,40,3142,8823,8,4920.235,$615.03,20.00%,$123.01,$352.81,0.29%,22.53%,"$1,565.96"
415,300x250,Sign up Today - 10% Off,"San Francisco, California",San Francisco,California,msn.com,Smart RTB+ (Smartadserver),Smartphone,335461,963,171464,247450,5,4445.875,$889.18,0.52%,$4.62,$13.25,0.29%,51.11%,$25.93
416,320x50,Sign up Now - 10% Off,"Rockford, Illinois",Rockford,Illinois,msn.com,Google Ad Manager,Smartphone,48436,171,16543,42427,6,4386.648,$731.11,3.51%,$25.65,$90.57,0.35%,34.15%,$265.17
417,320x50,Sign up Now - 10% Off,"Nashville, Tennessee",Nashville,Tennessee,msn.com,Google Ad Manager,Smartphone,58738,165,33538,47535,14,2801.584,$200.11,8.48%,$16.98,$47.70,0.28%,57.10%,$83.53
418,320x50,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,msn.com,Google Ad Manager,Smartphone,297347,751,166412,251319,4,2255.522,$563.88,0.53%,$3.00,$7.59,0.25%,55.97%,$13.55
419,320x50,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,msn.com,Google Ad Manager,Smartphone,80456,204,46039,65383,3,2039.849,$679.95,1.47%,$10.00,$25.35,0.25%,57.22%,$44.31
420,300x250,10% Discount - Ends 6/1,"Nashville, Tennessee",Nashville,Tennessee,msn.com,Google Ad Manager,Windows PC,60412,169,33457,52172,24,1679.573,$69.98,14.20%,$9.94,$27.80,0.28%,55.38%,$50.20
421,320x50,Subscribe Today - 10% Discount,"Jackson, Mississippi",Jackson,Mississippi,msn.com,Xandr - Monetize SSP (AppNexus),Smartphone,171575,499,101487,136036,8,1658.332,$207.29,1.60%,$3.32,$9.67,0.29%,59.15%,$16.34
422,300x250,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,msn.com,Google Ad Manager,Smartphone,554980,1542,323498,467646,8,1600.77,$200.10,0.52%,$1.04,$2.88,0.28%,58.29%,$4.95
423,300x250,Sign up Now - 10% Off,"Los Angeles, California",Los Angeles,California,msn.com,Google Ad Manager,Smartphone,321263,852,172887,263424,6,1576.051,$262.68,0.70%,$1.85,$4.91,0.27%,53.81%,$9.12
424,300x250,Sign up Today - 10% Off,"Tri-Cities, Tennessee-Virginia",Tri-Cities,Tennessee,msn.com,Google Ad Manager,Smartphone,311753,763,170122,256841,6,1543.613,$257.27,0.79%,$2.02,$4.95,0.24%,54.57%,$9.07
425,300x250,Subscribe Today - 10% Discount,"Chicago, Illinois",Chicago,Illinois,msn.com,BidSwitch,Apple PC,96031,311,57187,78396,21,1508.908,$71.85,6.75%,$4.85,$15.71,0.32%,59.55%,$26.39
426,320x50,Subscribe Today - 10% Discount,"Tallahassee, Florida-Thomasville, Georgia",Tallahassee,Florida,msn.com,Google Ad Manager,Smartphone,47931,170,15989,38916,4,1487.229,$371.81,2.35%,$8.75,$31.03,0.35%,33.36%,$93.02
427,300x250,Sign up Today - 10% Off,"Shreveport, Louisiana",Shreveport,Louisiana,msn.com,Magnite DV+,Smartphone,177632,485,70865,95871,5,1483.384,$296.68,1.03%,$3.06,$8.35,0.27%,39.89%,$20.93
428,300x250,Sign up Now - 10% Off,"Jacksonville, Florida",Jacksonville,Florida,my.earthlink.net,Google Ad Manager,Apple PC,7470,0,6753,7229,1,1738.995,"$1,739.00",0.00%,$0.00,$232.80,0.00%,90.40%,$257.51
429,320x50,Subscribe Today - 10% Discount,"Flint-Saginaw-Bay City, Michigan",Flint,Michigan,my.yahoo.com,BidSwitch,Smartphone,26784,85,12708,22261,9,6643.162,$738.13,10.59%,$78.15,$248.03,0.32%,47.45%,$522.75
430,320x50,Subscribe Today - 10% Discount,"Chicago, Illinois",Chicago,Illinois,my.yahoo.com,Google Ad Manager,Smartphone,21028,10,5781,16134,11,5101.322,$463.76,110.00%,$510.13,$242.60,0.05%,27.49%,$882.43
431,300x50,Subscribe Today - 10% Discount,"San Francisco, California",San Francisco,California,mydailymagazine.com,Google Ad Manager,Smartphone,9238,84,4626,8264,15,6683.225,$445.55,17.86%,$79.56,$723.45,0.91%,50.08%,"$1,444.71"
432,320x50,Sign up Today - 10% Off,"San Francisco, California",San Francisco,California,myfitnesspal.com,PubMatic,Smartphone,39881,125,6331,36245,10,7098.89,$709.89,8.00%,$56.79,$178.00,0.31%,15.87%,"$1,121.29"
433,300x250,Subscribe Today - 10% Discount,"Panama City, Florida",Panama City,Florida,nba.com,Google Ad Manager,Smartphone,10883,46,1652,8869,16,1942.482,$121.41,34.78%,$42.23,$178.49,0.42%,15.18%,"$1,175.84"
434,300x250,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,nbcchicago.com,Google Ad Manager,Apple PC,50517,270,17179,48389,2,1718.471,$859.24,0.74%,$6.36,$34.02,0.53%,34.01%,$100.03
435,320x50,Subscribe Today - 10% Discount,"Orlando-Daytona Beach, Florida",Orlando,Florida,nbcchicago.com,Google Ad Manager,Smartphone,7248,10,3988,6863,7,1247,$178.14,70.00%,$124.70,$172.05,0.14%,55.02%,$312.69
436,320x50,10% Discount - Ends 6/1,"San Francisco, California",San Francisco,California,nbcdfw.com,BidSwitch,Smartphone,10835,25,2888,10487,3,4704.25,"$1,568.08",12.00%,$188.17,$434.17,0.23%,26.65%,"$1,628.90"
437,300x250,Sign up Now - 10% Off,"Los Angeles, California",Los Angeles,California,nbcmiami.com,Google Ad Manager,Smartphone,11476,45,4963,10991,8,7227.417,$903.43,17.78%,$160.61,$629.79,0.39%,43.25%,"$1,456.26"
438,320x50,Sign up Today - 10% Off,"New York City, New York",New York City,New York,nbcnews.com,Google Ad Manager,Smartphone,92764,320,19625,76531,14,6730.013,$480.72,4.38%,$21.03,$72.55,0.34%,21.16%,$342.93
439,320x50,Sign up Today - 10% Off,"Ft. Wayne, Indiana",Ft. Wayne,Indiana,nbcnews.com,Magnite DV+,Smartphone,189571,500,130676,183688,39,6335.948,$162.46,7.80%,$12.67,$33.42,0.26%,68.93%,$48.49
440,300x250,10% Discount - Ends 6/1,"Orlando-Daytona Beach, Florida",Orlando,Florida,nbcnews.com,Yahoo Exchange,Smartphone,14224,30,2549,11974,7,5637.303,$805.33,23.33%,$187.91,$396.32,0.21%,17.92%,"$2,211.57"
441,300x250,Sign up Now - 10% Off,"Los Angeles, California",Los Angeles,California,nbcnews.com,Google Ad Manager,Smartphone,183208,620,131164,177952,43,2682.437,$62.38,6.94%,$4.33,$14.64,0.34%,71.59%,$20.45
442,320x50,10% Discount - Ends 6/1,"New York City, New York",New York City,New York,nbcnews.com,BidSwitch,Smartphone,20486,42,14583,19860,2,1718.514,$859.26,4.76%,$40.92,$83.89,0.21%,71.19%,$117.84
443,300x250,10% Discount - Ends 6/1,"Chicago, Illinois",Chicago,Illinois,nbcsports.com,Index Exchange,Smartphone,15047,84,5653,14459,4,2127.496,$531.87,4.76%,$25.33,$141.39,0.56%,37.57%,$376.35
444,320x50,Subscribe Today - 10% Discount,"Grand Rapids-Kalamazoo, Michigan",Grand Rapids,Michigan,news.yahoo.com,TripleLift,Smartphone,41513,113,20872,39250,9,6789.533,$754.39,7.96%,$60.08,$163.55,0.27%,50.28%,$325.29
445,300x250,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,news.yahoo.com,BidSwitch,Smartphone,16503,69,8595,14466,7,5714.524,$816.36,10.14%,$82.82,$346.27,0.42%,52.08%,$664.87
446,300x250,Subscribe Today - 10% Discount,"Los Angeles, California",Los Angeles,California,news.yahoo.com,Google Ad Manager,Smartphone,52006,160,24711,48019,12,5200.01,$433.33,7.50%,$32.50,$99.99,0.31%,47.52%,$210.43
447,300x250,10% Discount - Ends 6/1,"Tampa-St Petersburg (Sarasota), Florida",Tampa,Florida,news.yahoo.com,BidSwitch,Smartphone,8420,80,4430,7869,8,5184.585,$648.07,10.00%,$64.81,$615.75,0.95%,52.61%,"$1,170.34"
448,300x50,Subscribe Today - 10% Discount,"Ft. Myers-Naples, Florida",Ft. Myers,Florida,news.yahoo.com,Google Ad Manager,Smartphone,63415,185,28161,59169,9,1924.163,$213.80,4.86%,$10.40,$30.34,0.29%,44.41%,$68.33
449,320x50,Sign up Now - 10% Off,"Los Angeles, California",Los Angeles,California,news.yahoo.com,PubMatic,Smartphone,73544,223,40405,67406,1,1465.872,"$1,465.87",0.45%,$6.57,$19.93,0.30%,54.94%,$36.28
450,320x50,Sign up Now - 10% Off,"Grand Rapids-Kalamazoo, Michigan",Grand Rapids,Michigan,newsharper.com,TripleLift,Smartphone,16288,56,5304,10731,3,2030.143,$676.71,5.36%,$36.25,$124.64,0.34%,32.56%,$382.76
451,300x250,10% Discount - Ends 6/1,"Memphis, Tennessee",Memphis,Tennessee,newsmemory.com,Google Ad Manager,Apple PC,7695,20,3481,7050,14,6727.44,$480.53,70.00%,$336.37,$874.26,0.26%,45.24%,"$1,932.62"
452,300x50,Subscribe Today - 10% Discount,"Memphis, Tennessee",Memphis,Tennessee,newsmemory.com,Google Ad Manager,Smartphone,15602,50,7676,13775,1,2600.894,"$2,600.89",2.00%,$52.02,$166.70,0.32%,49.20%,$338.83
453,300x250,Subscribe Today - 10% Discount,"Nashville, Tennessee",Nashville,Tennessee,npr.org,Yahoo Exchange,Smartphone,8000,10,4400,6379,1,6159.367,"$6,159.37",10.00%,$615.94,$769.92,0.13%,55.00%,"$1,399.86"
454,320x50,Sign up Now - 10% Off,"Los Angeles, California",Los Angeles,California,npr.org,Smart RTB+ (Smartadserver),Smartphone,13592,85,7747,10690,1,1555.112,"$1,555.11",1.18%,$18.30,$114.41,0.63%,57.00%,$200.74
455,320x50,10% Discount - Ends 6/1,"New York City, New York",New York City,New York,nsfas-applications.co.za,PubMatic,Smartphone,15588,80,2089,14526,9,3518.533,$390.95,11.25%,$43.98,$225.72,0.51%,13.40%,"$1,684.31"
456,320x50,Sign up Now - 10% Off,"San Francisco, California",San Francisco,California,nypost.com,Google Ad Manager,Smartphone,14038,63,1600,11345,8,6368.863,$796.11,12.70%,$101.09,$453.69,0.45%,11.40%,"$3,980.54"
457,300x50,Sign up Now - 10% Off,"Miami-Ft. Lauderdale, Florida",Miami,Florida,nypost.com,Xandr - Monetize SSP (AppNexus),Smartphone,140359,352,76130,133578,26,6094.667,$234.41,7.39%,$17.31,$43.42,0.25%,54.24%,$80.06
